part3,part2b,part2t,part1,scope,language_type,ref_name,comment,print_name,inverted_name,m_id
xvs,,,,Individual,Historical language,Vestinian,,Vestinian,Vestinian,
xwa,,,,Individual,Living language,Kwaza,,Kwaza,Kwaza,
xwc,,,,Individual,Extinct language,Woccon,,Woccon,Woccon,
xwd,,,,Individual,Extinct language,Wadi Wadi,,Wadi Wadi,Wadi Wadi,
xwe,,,,Individual,Living language,Xwela Gbe,,Xwela Gbe,"Gbe, Xwela",
xwg,,,,Individual,Living language,Kwegu,,Kwegu,Kwegu,
xwj,,,,Individual,Extinct language,Wajuk,,Wajuk,Wajuk,
xwk,,,,Individual,Extinct language,Wangkumara,,Wangkumara,Wangkumara,
xwl,,,,Individual,Living language,Western Xwla Gbe,,Western Xwla Gbe,"Gbe, Western Xwla",
xwo,,,,Individual,Extinct language,Written Oirat,,Written Oirat,"Oirat, Written",
xwr,,,,Individual,Living language,Kwerba Mamberamo,,Kwerba Mamberamo,Kwerba Mamberamo,
xwt,,,,Individual,Extinct language,Wotjobaluk,,Wotjobaluk,Wotjobaluk,
xww,,,,Individual,Extinct language,Wemba Wemba,,Wemba Wemba,Wemba Wemba,
xxb,,,,Individual,Extinct language,Boro (Ghana),,Boro (Ghana),Boro (Ghana),
xxk,,,,Individual,Living language,Ke'o,,Ke'o,Ke'o,
xxm,,,,Individual,Extinct language,Minkin,,Minkin,Minkin,
xxr,,,,Individual,Extinct language,Koropó,,Koropó,Koropó,
xxt,,,,Individual,Extinct language,Tambora,,Tambora,Tambora,
xya,,,,Individual,Extinct language,Yaygir,,Yaygir,Yaygir,
xyb,,,,Individual,Extinct language,Yandjibara,,Yandjibara,Yandjibara,
xyj,,,,Individual,Extinct language,Mayi-Yapi,,Mayi-Yapi,Mayi-Yapi,
xyk,,,,Individual,Extinct language,Mayi-Kulan,,Mayi-Kulan,Mayi-Kulan,
xyl,,,,Individual,Extinct language,Yalakalore,,Yalakalore,Yalakalore,
xyt,,,,Individual,Extinct language,Mayi-Thakurti,,Mayi-Thakurti,Mayi-Thakurti,
xyy,,,,Individual,Living language,Yorta Yorta,,Yorta Yorta,Yorta Yorta,
xzh,,,,Individual,Historical language,Zhang-Zhung,,Zhang-Zhung,Zhang-Zhung,
xzm,,,,Individual,Extinct language,Zemgalian,,Zemgalian,Zemgalian,
xzp,,,,Individual,Historical language,Ancient Zapotec,,Ancient Zapotec,"Zapotec, Ancient",
yaa,,,,Individual,Living language,Yaminahua,,Yaminahua,Yaminahua,
yab,,,,Individual,Living language,Yuhup,,Yuhup,Yuhup,
yac,,,,Individual,Living language,Pass Valley Yali,,Pass Valley Yali,"Yali, Pass Valley",
yad,,,,Individual,Living language,Yagua,,Yagua,Yagua,
yae,,,,Individual,Living language,Pumé,,Pumé,Pumé,
yaf,,,,Individual,Living language,Yaka (Democratic Republic of Congo),,Yaka (Democratic Republic of Congo),Yaka (Democratic Republic of Congo),
yag,,,,Individual,Living language,Yámana,,Yámana,Yámana,
yah,,,,Individual,Living language,Yazgulyam,,Yazgulyam,Yazgulyam,
yai,,,,Individual,Living language,Yagnobi,,Yagnobi,Yagnobi,
yaj,,,,Individual,Living language,Banda-Yangere,,Banda-Yangere,Banda-Yangere,
yak,,,,Individual,Living language,Yakama,,Yakama,Yakama,
yal,,,,Individual,Living language,Yalunka,,Yalunka,Yalunka,
yam,,,,Individual,Living language,Yamba,,Yamba,Yamba,
yan,,,,Individual,Living language,Mayangna,,Mayangna,Mayangna,
yao,yao,yao,,Individual,Living language,Yao,,Yao,Yao,
yap,yap,yap,,Individual,Living language,Yapese,,Yapese,Yapese,
yaq,,,,Individual,Living language,Yaqui,,Yaqui,Yaqui,
yar,,,,Individual,Living language,Yabarana,,Yabarana,Yabarana,
yas,,,,Individual,Living language,Nugunu (Cameroon),,Nugunu (Cameroon),Nugunu (Cameroon),
yat,,,,Individual,Living language,Yambeta,,Yambeta,Yambeta,
yau,,,,Individual,Living language,Yuwana,,Yuwana,Yuwana,
yav,,,,Individual,Living language,Yangben,,Yangben,Yangben,
yaw,,,,Individual,Living language,Yawalapití,,Yawalapití,Yawalapití,
yax,,,,Individual,Living language,Yauma,,Yauma,Yauma,
yay,,,,Individual,Living language,Agwagwune,,Agwagwune,Agwagwune,
yaz,,,,Individual,Living language,Lokaa,,Lokaa,Lokaa,
yba,,,,Individual,Living language,Yala,,Yala,Yala,
ybb,,,,Individual,Living language,Yemba,,Yemba,Yemba,
ybe,,,,Individual,Living language,West Yugur,,West Yugur,"Yugur, West",
ybh,,,,Individual,Living language,Yakha,,Yakha,Yakha,
ybi,,,,Individual,Living language,Yamphu,,Yamphu,Yamphu,
ybj,,,,Individual,Living language,Hasha,,Hasha,Hasha,
ybk,,,,Individual,Living language,Bokha,,Bokha,Bokha,
ybl,,,,Individual,Living language,Yukuben,,Yukuben,Yukuben,
ybm,,,,Individual,Living language,Yaben,,Yaben,Yaben,
ybn,,,,Individual,Extinct language,Yabaâna,,Yabaâna,Yabaâna,
ybo,,,,Individual,Living language,Yabong,,Yabong,Yabong,
ybx,,,,Individual,Living language,Yawiyo,,Yawiyo,Yawiyo,
yby,,,,Individual,Living language,Yaweyuha,,Yaweyuha,Yaweyuha,
ych,,,,Individual,Living language,Chesu,,Chesu,Chesu,
ycl,,,,Individual,Living language,Lolopo,,Lolopo,Lolopo,
ycn,,,,Individual,Living language,Yucuna,,Yucuna,Yucuna,
ycp,,,,Individual,Living language,Chepya,,Chepya,Chepya,
ycr,,,,Individual,Living language,Yilan Creole,,Yilan Creole,Yilan Creole,
yda,,,,Individual,Extinct language,Yanda,,Yanda,Yanda,
ydd,,,,Individual,Living language,Eastern Yiddish,,Eastern Yiddish,"Yiddish, Eastern",yid
yde,,,,Individual,Living language,Yangum Dey,,Yangum Dey,Yangum Dey,
ydg,,,,Individual,Living language,Yidgha,,Yidgha,Yidgha,
ydk,,,,Individual,Living language,Yoidik,,Yoidik,Yoidik,
yea,,,,Individual,Living language,Ravula,,Ravula,Ravula,
yec,,,,Individual,Living language,Yeniche,,Yeniche,Yeniche,
yee,,,,Individual,Living language,Yimas,,Yimas,Yimas,
yei,,,,Individual,Extinct language,Yeni,,Yeni,Yeni,
yej,,,,Individual,Living language,Yevanic,,Yevanic,Yevanic,
yel,,,,Individual,Living language,Yela,,Yela,Yela,
yer,,,,Individual,Living language,Tarok,,Tarok,Tarok,
yes,,,,Individual,Living language,Nyankpa,,Nyankpa,Nyankpa,
yet,,,,Individual,Living language,Yetfa,,Yetfa,Yetfa,
yeu,,,,Individual,Living language,Yerukula,,Yerukula,Yerukula,
yev,,,,Individual,Living language,Yapunda,,Yapunda,Yapunda,
yey,,,,Individual,Living language,Yeyi,,Yeyi,Yeyi,
yga,,,,Individual,Extinct language,Malyangapa,,Malyangapa,Malyangapa,
ygi,,,,Individual,Extinct language,Yiningayi,,Yiningayi,Yiningayi,
ygl,,,,Individual,Living language,Yangum Gel,,Yangum Gel,Yangum Gel,
ygm,,,,Individual,Living language,Yagomi,,Yagomi,Yagomi,
ygp,,,,Individual,Living language,Gepo,,Gepo,Gepo,
ygr,,,,Individual,Living language,Yagaria,,Yagaria,Yagaria,
ygs,,,,Individual,Living language,Yolŋu Sign Language,,Yolŋu Sign Language,Yolŋu Sign Language,
ygu,,,,Individual,Living language,Yugul,,Yugul,Yugul,
ygw,,,,Individual,Living language,Yagwoia,,Yagwoia,Yagwoia,
yha,,,,Individual,Living language,Baha Buyang,,Baha Buyang,"Buyang, Baha",
yhd,,,,Individual,Living language,Judeo-Iraqi Arabic,,Judeo-Iraqi Arabic,"Arabic, Judeo-Iraqi",jrb
yhl,,,,Individual,Living language,Hlepho Phowa,,Hlepho Phowa,"Phowa, Hlepho",
yhs,,,,Individual,Living language,Yan-nhaŋu Sign Language,,Yan-nhaŋu Sign Language,Yan-nhaŋu Sign Language,
yia,,,,Individual,Living language,Yinggarda,,Yinggarda,Yinggarda,
yid,yid,yid,yi,Macrolanguage,Living language,Yiddish,,Yiddish,Yiddish,
yif,,,,Individual,Living language,Ache,,Ache,Ache,
yig,,,,Individual,Living language,Wusa Nasu,,Wusa Nasu,"Nasu, Wusa",
yih,,,,Individual,Extinct language,Western Yiddish,,Western Yiddish,"Yiddish, Western",yid
yii,,,,Individual,Living language,Yidiny,,Yidiny,Yidiny,
yij,,,,Individual,Living language,Yindjibarndi,,Yindjibarndi,Yindjibarndi,
yik,,,,Individual,Living language,Dongshanba Lalo,,Dongshanba Lalo,"Lalo, Dongshanba",
yil,,,,Individual,Extinct language,Yindjilandji,,Yindjilandji,Yindjilandji,
yim,,,,Individual,Living language,Yimchungru Naga,,Yimchungru Naga,"Naga, Yimchungru",
yin,,,,Individual,Living language,Riang Lai,,Riang Lai,Riang Lai,
yin,,,,Individual,Living language,Riang Lai,,Yinchia,Yinchia,
yip,,,,Individual,Living language,Pholo,,Pholo,Pholo,
yiq,,,,Individual,Living language,Miqie,,Miqie,Miqie,
yir,,,,Individual,Living language,North Awyu,,North Awyu,"Awyu, North",
yis,,,,Individual,Living language,Yis,,Yis,Yis,
yit,,,,Individual,Living language,Eastern Lalu,,Eastern Lalu,"Lalu, Eastern",
yiu,,,,Individual,Living language,Awu,,Awu,Awu,
yiv,,,,Individual,Living language,Northern Nisu,,Northern Nisu,"Nisu, Northern",
yix,,,,Individual,Living language,Axi Yi,,Axi Yi,"Yi, Axi",
yiz,,,,Individual,Living language,Azhe,,Azhe,Azhe,
yka,,,,Individual,Living language,Yakan,,Yakan,Yakan,
ykg,,,,Individual,Living language,Northern Yukaghir,,Northern Yukaghir,"Yukaghir, Northern",
ykh,,,,Individual,Living language,Khamnigan Mongol,,Khamnigan Mongol,Khamnigan Mongol,
yki,,,,Individual,Living language,Yoke,,Yoke,Yoke,
ykk,,,,Individual,Living language,Yakaikeke,,Yakaikeke,Yakaikeke,
ykl,,,,Individual,Living language,Khlula,,Khlula,Khlula,
ykm,,,,Individual,Living language,Kap,,Kap,Kap,
ykn,,,,Individual,Living language,Kua-nsi,,Kua-nsi,Kua-nsi,
yko,,,,Individual,Living language,Yasa,,Yasa,Yasa,
ykr,,,,Individual,Living language,Yekora,,Yekora,Yekora,
ykt,,,,Individual,Living language,Kathu,,Kathu,Kathu,
yku,,,,Individual,Living language,Kuamasi,,Kuamasi,Kuamasi,
yky,,,,Individual,Living language,Yakoma,,Yakoma,Yakoma,
yla,,,,Individual,Living language,Yaul,,Yaul,Yaul,
ylb,,,,Individual,Living language,Yaleba,,Yaleba,Yaleba,
yle,,,,Individual,Living language,Yele,,Yele,Yele,
ylg,,,,Individual,Living language,Yelogu,,Yelogu,Yelogu,
yli,,,,Individual,Living language,Angguruk Yali,,Angguruk Yali,"Yali, Angguruk",
yll,,,,Individual,Living language,Yil,,Yil,Yil,
ylm,,,,Individual,Living language,Limi,,Limi,Limi,
yln,,,,Individual,Living language,Langnian Buyang,,Langnian Buyang,"Buyang, Langnian",
ylo,,,,Individual,Living language,Naluo Yi,,Naluo Yi,"Yi, Naluo",
ylr,,,,Individual,Extinct language,Yalarnnga,,Yalarnnga,Yalarnnga,
ylu,,,,Individual,Living language,Aribwaung,,Aribwaung,Aribwaung,
yly,,,,Individual,Living language,Nyâlayu,,Nyâlayu,Nyâlayu,
yly,,,,Individual,Living language,Nyâlayu,,Nyelâyu,Nyelâyu,
ymb,,,,Individual,Living language,Yambes,,Yambes,Yambes,
ymc,,,,Individual,Living language,Southern Muji,,Southern Muji,"Muji, Southern",
ymd,,,,Individual,Living language,Muda,,Muda,Muda,
yme,,,,Individual,Extinct language,Yameo,,Yameo,Yameo,
ymg,,,,Individual,Living language,Yamongeri,,Yamongeri,Yamongeri,
ymh,,,,Individual,Living language,Mili,,Mili,Mili,
ymi,,,,Individual,Living language,Moji,,Moji,Moji,
ymk,,,,Individual,Living language,Makwe,,Makwe,Makwe,
yml,,,,Individual,Living language,Iamalele,,Iamalele,Iamalele,
ymm,,,,Individual,Living language,Maay,,Maay,Maay,
ymn,,,,Individual,Living language,Yamna,,Sunum,Sunum,
ymn,,,,Individual,Living language,Yamna,,Yamna,Yamna,
ymo,,,,Individual,Living language,Yangum Mon,,Yangum Mon,Yangum Mon,
ymp,,,,Individual,Living language,Yamap,,Yamap,Yamap,
ymq,,,,Individual,Living language,Qila Muji,,Qila Muji,"Muji, Qila",
ymr,,,,Individual,Living language,Malasar,,Malasar,Malasar,
yms,,,,Individual,Historical language,Mysian,,Mysian,Mysian,
ymx,,,,Individual,Living language,Northern Muji,,Northern Muji,"Muji, Northern",
ymz,,,,Individual,Living language,Muzi,,Muzi,Muzi,
yna,,,,Individual,Living language,Aluo,,Aluo,Aluo,
ynb,,,,Individual,Living language,Yamben,,Yamben,Yamben,
ynd,,,,Individual,Extinct language,Yandruwandha,,Yandruwandha,Yandruwandha,
yne,,,,Individual,Living language,Lang'e,,Lang'e,Lang'e,
yng,,,,Individual,Living language,Yango,,Yango,Yango,
ynk,,,,Individual,Living language,Naukan Yupik,,Naukan Yupik,"Yupik, Naukan",
ynl,,,,Individual,Living language,Yangulam,,Yangulam,Yangulam,
ynn,,,,Individual,Extinct language,Yana,,Yana,Yana,
yno,,,,Individual,Living language,Yong,,Yong,Yong,
ynq,,,,Individual,Living language,Yendang,,Yendang,Yendang,
yns,,,,Individual,Living language,Yansi,,Yansi,Yansi,
ynu,,,,Individual,Extinct language,Yahuna,,Yahuna,Yahuna,
yob,,,,Individual,Extinct language,Yoba,,Yoba,Yoba,
yog,,,,Individual,Living language,Yogad,,Yogad,Yogad,
yoi,,,,Individual,Living language,Yonaguni,,Yonaguni,Yonaguni,
yok,,,,Individual,Living language,Yokuts,,Yokuts,Yokuts,
yol,,,,Individual,Extinct language,Yola,,Yola,Yola,
yom,,,,Individual,Living language,Yombe,,Yombe,Yombe,
yon,,,,Individual,Living language,Yongkom,,Yongkom,Yongkom,
yor,yor,yor,yo,Individual,Living language,Yoruba,,Yoruba,Yoruba,
yot,,,,Individual,Living language,Yotti,,Yotti,Yotti,
yox,,,,Individual,Living language,Yoron,,Yoron,Yoron,
yoy,,,,Individual,Living language,Yoy,,Yoy,Yoy,
ypa,,,,Individual,Living language,Phala,,Phala,Phala,
ypb,,,,Individual,Living language,Labo Phowa,,Labo Phowa,"Phowa, Labo",
ypg,,,,Individual,Living language,Phola,,Phola,Phola,
yph,,,,Individual,Living language,Phupha,,Phupha,Phupha,
ypm,,,,Individual,Living language,Phuma,,Phuma,Phuma,
ypn,,,,Individual,Living language,Ani Phowa,,Ani Phowa,"Phowa, Ani",
ypo,,,,Individual,Living language,Alo Phola,,Alo Phola,"Phola, Alo",
ypp,,,,Individual,Living language,Phupa,,Phupa,Phupa,
ypz,,,,Individual,Living language,Phuza,,Phuza,Phuza,
yra,,,,Individual,Living language,Yerakai,,Yerakai,Yerakai,
yrb,,,,Individual,Living language,Yareba,,Yareba,Yareba,
yre,,,,Individual,Living language,Yaouré,,Yaouré,Yaouré,
yrk,,,,Individual,Living language,Nenets,,Nenets,Nenets,
yrl,,,,Individual,Living language,Nhengatu,,Nhengatu,Nhengatu,
yrm,,,,Individual,Living language,Yirrk-Mel,,Yirrk-Mel,Yirrk-Mel,
yrn,,,,Individual,Living language,Yerong,,Yerong,Yerong,
yro,,,,Individual,Living language,Yaroamë,,Yaroamë,Yaroamë,
yrs,,,,Individual,Living language,Yarsun,,Yarsun,Yarsun,
yrw,,,,Individual,Living language,Yarawata,,Yarawata,Yarawata,
yry,,,,Individual,Living language,Yarluyandi,,Yarluyandi,Yarluyandi,
ysc,,,,Individual,Extinct language,Yassic,,Yassic,Yassic,
ysd,,,,Individual,Living language,Samatao,,Samatao,Samatao,
ysg,,,,Individual,Living language,Sonaga,,Sonaga,Sonaga,
ysl,,,,Individual,Living language,Yugoslavian Sign Language,,Yugoslavian Sign Language,Yugoslavian Sign Language,
ysm,,,,Individual,Living language,Myanmar Sign Language,,Myanmar Sign Language,Myanmar Sign Language,
ysn,,,,Individual,Living language,Sani,,Sani,Sani,
yso,,,,Individual,Living language,Nisi (China),,Nisi (China),Nisi (China),
ysp,,,,Individual,Living language,Southern Lolopo,,Southern Lolopo,"Lolopo, Southern",
ysr,,,,Individual,Extinct language,Sirenik Yupik,,Sirenik Yupik,"Yupik, Sirenik",
yss,,,,Individual,Living language,Yessan-Mayo,,Yessan-Mayo,Yessan-Mayo,
ysy,,,,Individual,Living language,Sanie,,Sanie,Sanie,
yta,,,,Individual,Living language,Talu,,Talu,Talu,
ytl,,,,Individual,Living language,Tanglang,,Tanglang,Tanglang,
ytp,,,,Individual,Living language,Thopho,,Thopho,Thopho,
ytw,,,,Individual,Living language,Yout Wam,,Yout Wam,Yout Wam,
yty,,,,Individual,Extinct language,Yatay,,Yatay,Yatay,
yua,,,,Individual,Living language,Yucateco,,Yucatec Maya,"Maya, Yucatec",
yua,,,,Individual,Living language,Yucateco,,Yucateco,Yucateco,
yub,,,,Individual,Extinct language,Yugambal,,Yugambal,Yugambal,
yuc,,,,Individual,Living language,Yuchi,,Yuchi,Yuchi,
yud,,,,Individual,Living language,Judeo-Tripolitanian Arabic,,Judeo-Tripolitanian Arabic,"Arabic, Judeo-Tripolitanian",jrb
yue,,,,Individual,Living language,Yue Chinese,,Yue Chinese,"Chinese, Yue",zho
yuf,,,,Individual,Living language,Havasupai-Walapai-Yavapai,,Havasupai-Walapai-Yavapai,Havasupai-Walapai-Yavapai,
yug,,,,Individual,Extinct language,Yug,,Yug,Yug,
yui,,,,Individual,Living language,Yurutí,,Yurutí,Yurutí,
yuj,,,,Individual,Living language,Karkar-Yuri,,Karkar-Yuri,Karkar-Yuri,
yuk,,,,Individual,Extinct language,Yuki,,Yuki,Yuki,
yul,,,,Individual,Living language,Yulu,,Yulu,Yulu,
yum,,,,Individual,Living language,Quechan,,Quechan,Quechan,
yun,,,,Individual,Living language,Bena (Nigeria),,Bena (Nigeria),Bena (Nigeria),
yup,,,,Individual,Living language,Yukpa,,Yukpa,Yukpa,
yuq,,,,Individual,Living language,Yuqui,,Yuqui,Yuqui,
yur,,,,Individual,Extinct language,Yurok,,Yurok,Yurok,
yut,,,,Individual,Living language,Yopno,,Yopno,Yopno,
yuw,,,,Individual,Living language,Yau (Morobe Province),,Yau (Morobe Province),Yau (Morobe Province),
yux,,,,Individual,Living language,Southern Yukaghir,,Southern Yukaghir,"Yukaghir, Southern",
yuy,,,,Individual,Living language,East Yugur,,East Yugur,"Yugur, East",
yuz,,,,Individual,Living language,Yuracare,,Yuracare,Yuracare,
yva,,,,Individual,Living language,Yawa,,Yawa,Yawa,
yvt,,,,Individual,Extinct language,Yavitero,,Yavitero,Yavitero,
ywa,,,,Individual,Living language,Kalou,,Kalou,Kalou,
ywg,,,,Individual,Living language,Yinhawangka,,Yinhawangka,Yinhawangka,
ywl,,,,Individual,Living language,Western Lalu,,Western Lalu,"Lalu, Western",
ywn,,,,Individual,Living language,Yawanawa,,Yawanawa,Yawanawa,
ywq,,,,Individual,Living language,Wuding-Luquan Yi,,Wuding-Luquan Yi,"Yi, Wuding-Luquan",
ywr,,,,Individual,Living language,Yawuru,,Yawuru,Yawuru,
ywt,,,,Individual,Living language,Xishanba Lalo,,Central Lalo,"Lalo, Central",
ywt,,,,Individual,Living language,Xishanba Lalo,,Xishanba Lalo,"Lalo, Xishanba",
ywu,,,,Individual,Living language,Wumeng Nasu,,Wumeng Nasu,"Nasu, Wumeng",
yww,,,,Individual,Extinct language,Yawarawarga,,Yawarawarga,Yawarawarga,
yxa,,,,Individual,Extinct language,Mayawali,,Mayawali,Mayawali,
yxg,,,,Individual,Extinct language,Yagara,,Yagara,Yagara,
yxl,,,,Individual,Extinct language,Yardliyawarra,,Yardliyawarra,Yardliyawarra,
yxm,,,,Individual,Extinct language,Yinwum,,Yinwum,Yinwum,
yxu,,,,Individual,Extinct language,Yuyu,,Yuyu,Yuyu,
yxy,,,,Individual,Extinct language,Yabula Yabula,,Yabula Yabula,Yabula Yabula,
yyr,,,,Individual,Extinct language,Yir Yoront,,Yir Yoront,Yir Yoront,
yyu,,,,Individual,Living language,Yau (Sandaun Province),,Yau (Sandaun Province),Yau (Sandaun Province),
yyz,,,,Individual,Living language,Ayizi,,Ayizi,Ayizi,
yzg,,,,Individual,Living language,E'ma Buyang,,E'ma Buyang,"Buyang, E'ma",
yzk,,,,Individual,Living language,Zokhuo,,Zokhuo,Zokhuo,
zaa,,,,Individual,Living language,Sierra de Juárez Zapotec,,Sierra de Juárez Zapotec,"Zapotec, Sierra de Juárez",zap
zab,,,,Individual,Living language,Western Tlacolula Valley Zapotec,,San Juan Guelavía Zapotec,"Zapotec, San Juan Guelavía",zap
zab,,,,Individual,Living language,Western Tlacolula Valley Zapotec,,Western Tlacolula Valley Zapotec,"Zapotec, Western Tlacolula Valley",zap
zac,,,,Individual,Living language,Ocotlán Zapotec,,Ocotlán Zapotec,"Zapotec, Ocotlán",zap
zad,,,,Individual,Living language,Cajonos Zapotec,,Cajonos Zapotec,"Zapotec, Cajonos",zap
zae,,,,Individual,Living language,Yareni Zapotec,,Yareni Zapotec,"Zapotec, Yareni",zap
zaf,,,,Individual,Living language,Ayoquesco Zapotec,,Ayoquesco Zapotec,"Zapotec, Ayoquesco",zap
zag,,,,Individual,Living language,Zaghawa,,Zaghawa,Zaghawa,
zah,,,,Individual,Living language,Zangwal,,Zangwal,Zangwal,
zai,,,,Individual,Living language,Isthmus Zapotec,,Isthmus Zapotec,"Zapotec, Isthmus",zap
zaj,,,,Individual,Living language,Zaramo,,Zaramo,Zaramo,
zak,,,,Individual,Living language,Zanaki,,Zanaki,Zanaki,
zal,,,,Individual,Living language,Zauzou,,Zauzou,Zauzou,
zam,,,,Individual,Living language,Miahuatlán Zapotec,,Miahuatlán Zapotec,"Zapotec, Miahuatlán",zap
zao,,,,Individual,Living language,Ozolotepec Zapotec,,Ozolotepec Zapotec,"Zapotec, Ozolotepec",zap
zap,zap,zap,,Macrolanguage,Living language,Zapotec,,Zapotec,Zapotec,
zaq,,,,Individual,Living language,Aloápam Zapotec,,Aloápam Zapotec,"Zapotec, Aloápam",zap
zar,,,,Individual,Living language,Rincón Zapotec,,Rincón Zapotec,"Zapotec, Rincón",zap
zas,,,,Individual,Living language,Santo Domingo Albarradas Zapotec,,Santo Domingo Albarradas Zapotec,"Zapotec, Santo Domingo Albarradas",zap
zat,,,,Individual,Living language,Tabaa Zapotec,,Tabaa Zapotec,"Zapotec, Tabaa",zap
zau,,,,Individual,Living language,Zangskari,,Zangskari,Zangskari,
zav,,,,Individual,Living language,Yatzachi Zapotec,,Yatzachi Zapotec,"Zapotec, Yatzachi",zap
zaw,,,,Individual,Living language,Mitla Zapotec,,Mitla Zapotec,"Zapotec, Mitla",zap
zax,,,,Individual,Living language,Xadani Zapotec,,Xadani Zapotec,"Zapotec, Xadani",zap
zay,,,,Individual,Living language,Zayse-Zergulla,,Zaysete,Zaysete,
zay,,,,Individual,Living language,Zayse-Zergulla,,Zayse-Zergulla,Zayse-Zergulla,
zaz,,,,Individual,Living language,Zari,,Zari,Zari,
zba,,,,Individual,Constructed language,Balaibalan,,Balaibalan,Balaibalan,
zbc,,,,Individual,Living language,Central Berawan,,Central Berawan,"Berawan, Central",
zbe,,,,Individual,Living language,East Berawan,,East Berawan,"Berawan, East",
zbl,zbl,zbl,,Individual,Constructed language,Blissymbols,,Bliss,Bliss,
zbl,zbl,zbl,,Individual,Constructed language,Blissymbols,,Blissymbolics,Blissymbolics,
zbl,zbl,zbl,,Individual,Constructed language,Blissymbols,,Blissymbols,Blissymbols,
zbt,,,,Individual,Living language,Batui,,Batui,Batui,
